author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;district;street;house_number;underground;residential_complex
NIKA ESTATE;real_estate_agent;https://www.cian.ru/sale/flat/299655879/;Москва;sale;flat;14;24;2;46.0;31000000;Очаково-Матвеевское;Нежинская ;5к2;Матвеевская;Городские резиденции SPIRES
Пионер;developer;https://www.cian.ru/sale/flat/301459957/;Москва;sale;flat;4;11;1;56.1;52874642;Даниловский;;;Павелецкая;Опус ЖК
Point Estate Город;real_estate_agent;https://www.cian.ru/sale/flat/299551213/;Москва;sale;flat;4;4;2;59.9;48000000;Пресненский;Малый Козихинский переулок;8/18;Пушкинская;
Галс-Девелопмент;developer;https://www.cian.ru/sale/flat/303040538/;Москва;sale;flat;5;8;1;48.3;36852900;Замоскворечье;Шлюзовая набережная;2/1С1;Павелецкая;Элитный жилой комплекс 
ZAPAD REALTY - офис Маршала Жукова;real_estate_agent;https://www.cian.ru/sale/flat/300862129/;Москва;sale;flat;24;24;2;58.0;38950000;Хорошево-Мневники;Шелепихинская набережная;34к3;Шелепиха;Сердце Столицы
MR Group;developer;https://www.cian.ru/sale/flat/303224692/;Москва;sale;flat;12;44;2;61.78;29208367;Марьина роща; 4-я Марьиной рощи;12К3;Марьина Роща;Mod
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/295983268/;Москва;sale;flat;44;44;2;86.3;42000000;Хорошево-Мневники; Шеногина;;Шелепиха;Sydney City
PIONEER;developer;https://www.cian.ru/sale/flat/303709179/;Москва;sale;flat;9;22;1;31.0;16667801;Марьина роща;Полковая ;1С12;Савёловская;PRIDE
Ramenky Realty;real_estate_agent;https://www.cian.ru/sale/flat/303087892/;Москва;sale;flat;7;14;2;68.9;38800000;Раменки;проспект Генерала Дорохова;39к1В;Минская;Собрание клубных домов West Garden
Upside Development;developer;https://www.cian.ru/sale/flat/303215966/;Москва;sale;flat;11;12;2;77.0;47740000;Даниловский;2-я Рощинская ;1;Тульская;Данилов дом
ID 107328710;realtor;https://www.cian.ru/sale/flat/296723055/;Москва;sale;flat;9;9;2;49.0;36000000;Арбат;Смоленская ;10;Смоленская;
Tekta Group;developer;https://www.cian.ru/sale/flat/303224373/;Москва;sale;flat;7;34;1;30.0;16284000;Обручевский;;;Воронцовская;Эвер ЖК
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/296711017/;Москва;sale;flat;6;12;2;52.0;30000000;Аэропорт;Ленинградский проспект;36с36;Петровский Парк;ВТБ Арена парк
Мангазея;developer;https://www.cian.ru/sale/flat/302850687/;Москва;sale;flat;4;21;1;48.0;24209040;Щукино;Щукинская ;3;Щукинская;Интонация
HOUSE MALL - Городская недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/299203876/;Москва;sale;flat;2;10;1;35.0;13100000;Ростокино;проспект Мира;188Бк2;Ростокино;Триколор
COLDY;developer;https://www.cian.ru/sale/flat/303330138/;Москва;sale;flat;2;15;1;39.0;31813836;Даниловский; Серпуховский Вал;7с16;Тульская;Дом 7 Даниловский
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/300610100/;Москва;sale;flat;3;24;2;70.0;46500000;Хорошево-Мневники;Шелепихинская набережная;34к3зд7;Шелепиха;Сердце Столицы
Рублево-Архангельское;developer;https://www.cian.ru/sale/flat/301919439/;Москва;sale;flat;2;10;1;42.4;18020000;;;В17 кв-л;Опалиха;Сберсити ЖК
Барно Турсунова;realtor;https://www.cian.ru/sale/flat/304102478/;Москва;sale;flat;7;17;2;50.9;15480000;Останкинский;Березовая аллея;19к6;Ботанический сад;Апарт-комплекс Легендарный квартал
MR Group;developer;https://www.cian.ru/sale/flat/300288766/;Москва;sale;flat;40;54;1;29.14;19101464;Савеловский;2-я Хуторская ;34;Дмитровская;SYMPHONY 34
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/299888104/;Москва;sale;flat;44;65;1;52.0;41000000;Пресненский;1-й Красногвардейский проезд;22с1;Москва-Сити;NEVA TOWERS
Среда;developer;https://www.cian.ru/sale/flat/303626069/;Москва;sale;flat;3;27;1;35.3;14988380;Очаково-Матвеевское;Очаково мкр;;Аминьевская;Среда на Лобачевского
HYDE Residences;real_estate_agent;https://www.cian.ru/sale/flat/301809971/;Москва;sale;flat;58;78;2;75.0;45000000;Пресненский;1-й Красногвардейский проезд;22с2;Москва-Сити;NEVA TOWERS
Sense Development;developer;https://www.cian.ru/sale/flat/298147711/;Москва;sale;flat;12;13;1;43.7;27609617;Даниловский;Подольское шоссе;3;Тульская;Logos
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/303564346/;Москва;sale;flat;3;20;2;56.6;64186000;Пресненский;2-я Звенигородская ;16;Улица 1905 года;Lucky
Галс-Девелопмент;developer;https://www.cian.ru/sale/flat/303040427/;Москва;sale;flat;4;6;1;51.2;57190400;Замоскворечье;Космодамианская набережная;4/22С9;Новокузнецкая;Клубный дом Космо 4/22
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/297935793/;Москва;sale;flat;3;5;2;52.0;39000000;Донской;4-й Верхний Михайловский проезд;4к1;Шаболовская;
Capital Group;developer;https://www.cian.ru/sale/flat/301482894/;Москва;sale;flat;11;18;2;45.8;56907301;Дорогомилово;;;Москва-Сити;Бадаевский ЖК
HYDE Residences;real_estate_agent;https://www.cian.ru/sale/flat/303291308/;Москва;sale;flat;50;78;2;64.0;45000000;Пресненский;1-й Красногвардейский проезд;22с2;Москва-Сити;NEVA TOWERS
Галс-Девелопмент;developer;https://www.cian.ru/sale/flat/303040411/;Москва;sale;flat;5;23;1;47.6;21372400;Басманный; Фридриха Энгельса;56;Бауманская;Премиум-квартал 
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/301042658/;Москва;sale;flat;24;79;1;72.0;63000000;Пресненский;1-й Красногвардейский проезд;22с1;Москва-Сити;NEVA TOWERS
Абсолют Недвижимость;developer;https://www.cian.ru/sale/flat/304065730/;Москва;sale;flat;7;18;1;49.8;53036000;Хамовники;;;Воробьёвы горы;Коллекция Лужники ЖК
PROНЕДВИЖИМОСТЬ;real_estate_agent;https://www.cian.ru/sale/flat/303633126/;Москва;sale;flat;8;9;2;41.0;11290000;Люблино; Верхние Поля;7К2;Братиславская;
Forma;developer;https://www.cian.ru/sale/flat/297983491/;Москва;sale;flat;5;29;2;64.8;29626560;Аэропорт;Часовая ;28к8;Сокол;SOUL
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/297313098/;Москва;sale;flat;3;21;2;56.6;65090000;Пресненский;2-я Звенигородская ;16;Улица 1905 года;Lucky
Hutton Development;developer;https://www.cian.ru/sale/flat/303616410/;Москва;sale;flat;2;6;1;48.3;95634000;Якиманка;Софийская набережная;34С3;Новокузнецкая;Клубный дом DUO
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/302626552/;Москва;sale;flat;18;79;2;71.8;50000000;Пресненский;1-й Красногвардейский проезд;22с2;Москва-Сити;NEVA TOWERS
Рублево-Архангельское;developer;https://www.cian.ru/sale/flat/299137613/;Москва;sale;flat;4;12;1;45.87;23045088;;;В19 кв-л;Павшино;Сберсити ЖК
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/287929947/;Москва;sale;flat;7;22;2;75.0;40000000;Раменки;Минская ;1ГК1;Ломоносовский проспект;Золотые Ключи 2
FORMA;developer;https://www.cian.ru/sale/flat/303018405/;Москва;sale;flat;18;33;2;46.45;41753905;Пресненский;к2.3;к2.3;Белорусская;Репаблик ЖК
Unique;real_estate_agent;https://www.cian.ru/sale/flat/287678758/;Москва;sale;flat;4;26;1;46.0;32000000;Очаково-Матвеевское;Нежинская ;5к2;Давыдково;Городские резиденции SPIRES
РГ-Девелопмент;developer;https://www.cian.ru/sale/flat/300921483/;Москва;sale;flat;2;19;2;62.8;25170240;Савеловский;Старый Петровско-Разумовский проезд;1/23С5;Гражданская;Петровский парк II
FS PROPERTY;real_estate_agent;https://www.cian.ru/sale/flat/301355208/;Москва;sale;flat;6;6;2;145.5;158311079;Якиманка; Большая Полянка;61С2;Добрынинская;
Рублево-Архангельское;developer;https://www.cian.ru/sale/flat/300423805/;Москва;sale;flat;2;13;1;56.19;26499204;;;В21 кв-л;Опалиха;Сберсити ЖК
One Moscow;real_estate_agent;https://www.cian.ru/sale/flat/303296300/;Москва;sale;flat;38;68;2;72.5;78000000;Пресненский;1-й Красногвардейский проезд;22с1;Москва-Сити;NEVA TOWERS
Рублево-Архангельское;developer;https://www.cian.ru/sale/flat/298849163/;Москва;sale;flat;3;10;1;45.5;23596300;;;В14 кв-л;Павшино;Сберсити ЖК
Voller.one;real_estate_agent;https://www.cian.ru/sale/flat/300491067/;Москва;sale;flat;4;4;2;43.0;10500000;Сокольники;2-я Рыбинская ;13;Красносельская;Loft Garden
Level Group;developer;https://www.cian.ru/sale/flat/298671589/;Москва;sale;flat;3;17;2;39.8;;Басманный;Большая Почтовая ;;Электрозаводская;Level Бауманская
Whitewill Москва-Сити;real_estate_agent;https://www.cian.ru/sale/flat/301716912/;Москва;sale;flat;48;64;2;104.0;88000000;Пресненский;набережная Пресненская;8с1;Деловой центр;Город Столиц
СИТИ21;developer;https://www.cian.ru/sale/flat/301268679/;Москва;sale;flat;4;15;1;32.6;12802234;Останкинский;проспект Мира;95;Алексеевская;Hill8
PEOPLE;real_estate_agent;https://www.cian.ru/sale/flat/301404169/;Москва;sale;flat;3;14;2;44.0;36500000;Раменки;проспект Генерала Дорохова;39к1Б;Минская;Собрание клубных домов West Garden
РГ-Девелопмент;developer;https://www.cian.ru/sale/flat/302795522/;Москва;sale;flat;2;20;2;36.0;13795200;Головинский;Михалковская ;48С4;Коптево;Михалковский
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/298908775/;Москва;sale;flat;3;9;2;58.1;15500000;; Александры Монаховой;88к2;Бунинская аллея;
Sminex;developer;https://www.cian.ru/sale/flat/293713671/;Москва;sale;flat;2;14;1;72.6;133830000;Якиманка;;;Полянка;Лаврушинский ЖК
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/301362196/;Москва;sale;flat;3;15;1;65.0;61000000;Раменки;Мосфильмовская ;31А;Ломоносовский проспект;KING & SONS
Regions Development;developer;https://www.cian.ru/sale/flat/304206346/;Москва;sale;flat;2;16;2;40.18;17672797;Преображенское;Жилой комплекс Преображенская площадь;;Преображенская площадь;Преображенская площадь
