author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;district;street;house_number;underground;residential_complex
MR Group;developer;https://www.cian.ru/sale/flat/294196808/;Москва;sale;flat;33;41;2;75.2;38352000;Филевский парк;Багратионовский проезд;5Ак1;Фили;Filicity
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/303337092/;Москва;sale;flat;3;7;2;91.2;80000000;Басманный;Гороховский переулок;12с5;Курская;Гороховский 12
ГОРОБМЕН;real_estate_agent;https://www.cian.ru/sale/flat/302360136/;Москва;sale;flat;6;9;2;45.5;14700000;Бескудниковский;Бескудниковский бульвар;10К3;Верхние Лихоборы;
Сбербанк Капитал;developer;https://www.cian.ru/sale/flat/288177346/;Москва;sale;flat;2;7;2;112.8;118321582;Якиманка;Софийская набережная;36;Новокузнецкая;Резиденция 1864
ФОРА;real_estate_agent;https://www.cian.ru/sale/flat/303572144/;Москва;sale;flat;4;6;1;34.6;15550000;Хорошевский;2-й Хорошевский проезд;9К1;Полежаевская;
Екатерина Боброва;realtor;https://www.cian.ru/sale/flat/301486978/;Москва;sale;flat;4;5;2;41.0;15500000;Ростокино;проспект Мира;131;Улица Сергея Эйзенштейна;
Концерн КРОСТ;developer;https://www.cian.ru/sale/flat/299370748/;Москва;sale;flat;3;6;2;44.0;23232000;Хорошево-Мневники; Саляма Адиля;2А;Народное Ополчение;Wellton SPA Residence
MONEYARD;real_estate_agent;https://www.cian.ru/sale/flat/304029912/;Москва;sale;flat;16;16;2;51.0;14900000;Головинский;Кронштадтский бульвар;57;Коптево;
ID 100604708;homeowner;https://www.cian.ru/sale/flat/303934208/;Москва;sale;flat;3;17;2;51.0;23200000;Филевский парк; Василисы Кожиной;14К2;Багратионовская;
Sminex;developer;https://www.cian.ru/sale/flat/303125611/;Москва;sale;flat;9;14;2;66.9;39540000;Раменки;проспект Генерала Дорохова;39к2Л;Ломоносовский проспект;Собрание клубных домов West Garden
MHEstate - Элитная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/303820905/;Москва;sale;flat;10;14;1;65.2;35000000;Мещанский; Гиляровского;50;Проспект Мира;
ID 117237869;homeowner;https://www.cian.ru/sale/flat/303439680/;Москва;sale;flat;3;20;2;108.0;38700000;Хорошево-Мневники;проспект Маршала Жукова;59;Народное Ополчение;
КРОСТ;developer;https://www.cian.ru/sale/flat/296745429/;Москва;sale;flat;26;28;2;47.5;22182500;Хорошево-Мневники; Генерала Глаголева;;;CRYSTAL Трилогия
MHEstate - Элитная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/304744517/;Москва;sale;flat;4;5;2;50.0;55000000;Хамовники;Мансуровский переулок;10С2;Парк Культуры;
ID 95996886;realtor;https://www.cian.ru/sale/flat/302896262/;Москва;sale;flat;8;9;2;37.0;13750000;Текстильщики;Волжский бульвар;12К1;Текстильщики;
Ташир;developer;https://www.cian.ru/sale/flat/299137381/;Москва;sale;flat;4;21;2;47.9;19339625;Очаково-Матвеевское;Аминьевское шоссе;6;Давыдково;West Tower (Апартаменты бизнес-класса)
HOUSE MALL - Городская недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/293704749/;Москва;sale;flat;4;38;2;65.0;23900000;Ростокино;проспект Мира;188Бк4;Ростокино;Триколор
Дарья Проскуркина;realtor;https://www.cian.ru/sale/flat/303716320/;Москва;sale;flat;2;12;2;48.0;15850000;Царицыно;Севанская ;38;Царицыно;
Ташир;developer;https://www.cian.ru/sale/flat/274701405/;Москва;sale;flat;2;17;2;43.3;27062500;Раменки;Мичуринский проспект;вл30Б;Ломоносовский проспект;Legacy
ФОРА;real_estate_agent;https://www.cian.ru/sale/flat/302745451/;Москва;sale;flat;6;6;2;64.2;25000000;Хорошевский;2-й Хорошевский проезд;9К1;Беговая;
PROНЕДВИЖИМОСТЬ;real_estate_agent;https://www.cian.ru/sale/flat/304581011/;Москва;sale;flat;2;25;2;41.3;12000000;Орехово-Борисово Южное;Ясеневая ;12к2;Домодедовская;Ясеневая 14
БЭЛ Девелопмент;developer;https://www.cian.ru/sale/flat/303377181/;Москва;sale;flat;3;6;2;38.7;38313000;Тверской;Долгоруковская ;25к2;Новослободская;Долгоруковская 25
Point Estate Город;real_estate_agent;https://www.cian.ru/sale/flat/301035843/;Москва;sale;flat;3;7;2;99.0;80000000;Басманный;Гороховский переулок;12;Курская;Гороховский 12
Основа;developer;https://www.cian.ru/sale/flat/301042098/;Москва;sale;flat;3;20;2;50.85;16188738;Преображенское;Потешная ;;Преображенская площадь;EvoPark Сокольники
Ташир;developer;https://www.cian.ru/sale/flat/302722354/;Москва;sale;flat;2;16;2;46.8;23868000;Даниловский;Малая Тульская ;2;Тульская;DECO RESIDENCE (Апартаменты премиум-класса)
Smolenka Estate;real_estate_agent;https://www.cian.ru/sale/flat/299672730/;Москва;sale;flat;8;9;2;60.7;77089000;Тверской;1-я Тверская-Ямская ;2;Маяковская;Vesper Tverskaya
Екатерина Минибаева;realtor;https://www.cian.ru/sale/flat/303648893/;Москва;sale;flat;6;9;2;45.0;17990000;Войковский; Зои и Александра Космодемьянских;11;Войковская;
Группа Родина;developer;https://www.cian.ru/sale/flat/285606685/;Москва;sale;flat;2;23;2;62.5;31200000;Ростокино;;к2;Ботанический сад;Союз ЖК
ЗАПАДНЫЙ САД;real_estate_agent;https://www.cian.ru/sale/flat/304117173/;Москва;sale;flat;12;14;2;49.0;32899000;Раменки;проспект Генерала Дорохова;39к1А;Минская;Собрание клубных домов West Garden
Виктория Яковлева;realtor;https://www.cian.ru/sale/flat/304685447/;Москва;sale;flat;2;9;2;50.0;14990000;Северное Тушино; Героев Панфиловцев;3К1;Сходненская;
Основа;developer;https://www.cian.ru/sale/flat/304382429/;Москва;sale;flat;2;28;2;41.3;16726500;Хорошево-Мневники;;;Полежаевская;Эмоушен ЖК
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/301258691/;Москва;sale;flat;2;21;2;57.23;59000000;Пресненский;2-я Звенигородская ;16;Улица 1905 года;Lucky
ZAPAD REALTY - офис Маршала Жукова;real_estate_agent;https://www.cian.ru/sale/flat/303919506/;Москва;sale;flat;22;43;1;44.0;29300000;Хорошево-Мневники;Шелепихинская набережная;34к6;Шелепиха;Сердце Столицы
Главстрой;developer;https://www.cian.ru/sale/flat/301772285/;Москва;sale;flat;2;8;1;44.6;18727540;Котловка;31/2;31/2;Профсоюзная;Новые Академики ЖК
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/294872333/;Москва;sale;flat;17;18;2;117.0;179000000;Пресненский;2-я Звенигородская ;11;Улица 1905 года;Резиденция МОНЭ
Delight Realty;real_estate_agent;https://www.cian.ru/sale/flat/295316100/;Москва;sale;flat;22;42;2;61.6;27990000;Филевский парк;Багратионовский проезд;5Ак1;Фили;Filicity
Upside Development;developer;https://www.cian.ru/sale/flat/303215966/;Москва;sale;flat;11;12;2;77.0;47740000;Даниловский;2-я Рощинская ;1;Тульская;Данилов дом
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/300701528/;Москва;sale;flat;11;41;2;67.1;33000000;Хорошево-Мневники;Шелепихинская набережная;34к6;Шелепиха;Сердце Столицы
ID 107328710;realtor;https://www.cian.ru/sale/flat/296723055/;Москва;sale;flat;9;9;2;49.0;36000000;Арбат;Смоленская ;10;Смоленская;
Regions Development;developer;https://www.cian.ru/sale/flat/304060672/;Москва;sale;flat;2;23;1;57.5;26694974;Нагатинский затон;проспект Андропова;9/1;Технопарк;Dream Towers
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/302177521/;Москва;sale;flat;3;15;2;58.54;65000000;Пресненский; Костикова;4к4;Улица 1905 года;Lucky
Виктория Яковлева;realtor;https://www.cian.ru/sale/flat/304370442/;Москва;sale;flat;12;12;2;42.0;15690000;Бутырский; Яблочкова;41;Фонвизинская;
Sminex;developer;https://www.cian.ru/sale/flat/304502160/;Москва;sale;flat;4;9;2;78.5;80090000;Пресненский;Электрический переулок;1кАБ;Белорусская;Квартал Тишинский бульвар
ФСК Агент;real_estate_agent;https://www.cian.ru/sale/flat/302404608/;Москва;sale;flat;17;20;1;33.7;18400000;Хорошево-Мневники;к2/1;к2/1;Звенигородская;Сидней Сити ЖК
РГ-Девелопмент;developer;https://www.cian.ru/sale/flat/296713412/;Москва;sale;flat;2;30;1;41.0;9741600;Чертаново Южное;;1.1;Аннино;Варшавские Ворота ЖК
Prime Life Development;developer;https://www.cian.ru/sale/flat/299132492/;Москва;sale;flat;6;28;2;59.76;29898807;Нагатино-Садовники;Нагатинская ;к1вл1;Нагатинская;Первый Нагатинский
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/302203106/;Москва;sale;flat;8;19;1;30.8;20400000;Беговой;Ленинградский проспект;29к3;Динамо;Царская площадь
Екатерина Боброва;realtor;https://www.cian.ru/sale/flat/303375655/;Москва;sale;flat;10;12;1;38.0;15950000;КРАСИВАЯ квартира в шикарном е1-комн. квартира;38 м²;;;
Tekta Group;developer;https://www.cian.ru/sale/flat/303224347/;Москва;sale;flat;29;34;1;30.0;17388000;Обручевский;;;Воронцовская;Эвер ЖК
Виктория Демина;realtor;https://www.cian.ru/sale/flat/304048530/;Москва;sale;flat;2;9;2;38.3;14999999;Богородское;Малая Черкизовская ;64;Преображенская площадь;
Tekta Group;developer;https://www.cian.ru/sale/flat/301260582/;Москва;sale;flat;14;27;1;28.1;19453630;Даниловский;;1;Павелецкая;Эра ЖК
Trinity;real_estate_agent;https://www.cian.ru/sale/flat/304453190/;Москва;sale;flat;5;12;1;37.8;12300000;Царицыно; Бехтерева;43К2;Царицыно;
РГ-Девелопмент;developer;https://www.cian.ru/sale/flat/292534789/;Москва;sale;flat;2;25;2;54.5;18393750;Соколиная гора;;;Соколиная гора;Семеновский Парк 2 ЖК
ID 153410;unknown;https://www.cian.ru/sale/flat/304191498/;Москва;sale;flat;3;17;1;38.0;12800000;Войковский;Нарвская ;1Ак3;Водный стадион;Головино
TOUCH;developer;https://www.cian.ru/sale/flat/302838439/;Москва;sale;flat;2;13;1;40.02;22691340;Южнопортовый;;к3;Дубровка;Шампайн ЖК
Основа;developer;https://www.cian.ru/sale/flat/301042095/;Москва;sale;flat;3;20;1;36.75;12090750;Преображенское;Потешная ;;Преображенская площадь;EvoPark Сокольники
СТ Тауэрс;developer;https://www.cian.ru/sale/flat/302833885/;Москва;sale;flat;42;66;2;67.4;64704000;Пресненский;1-й Красногвардейский проезд;22с1;Москва-Сити;NEVA TOWERS
